,PID,SalePrice
73,531375060,194988.9436272962
74,906200230,177465.87574602335
75,527451550,109762.84501298246
76,902103090,123953.77298795599
77,534401190,140947.96159711
78,909425085,263124.94140924147
79,526352080,183052.70486087122
80,907126050,163059.8181489436
81,905352180,220698.9662068787
82,533212060,141251.43509832054
83,527356050,127023.58191279136
84,534479240,144929.016242422
85,906226130,135258.75583054835
86,923228210,74707.12786316761
87,903227080,119340.78689686529
88,535179120,110565.41153571988
89,908201100,90484.89873083949
90,532479050,135852.24457803284
91,534402060,137790.20345119946
92,902109160,135523.1965167372
93,904302030,124842.2227464467
94,902300215,125649.3796205308
95,903228070,92732.38581381475
96,902406070,122693.33734681553
97,907410020,202039.27785518757
98,528365090,338854.3319839039
99,534450110,68603.68645381996
100,527146135,399035.6600977825
101,535325340,144702.96691923763
102,534452060,122308.60714289529
103,535325090,128598.49274606461
104,534202130,137284.5413274518
105,528118020,372134.9427450992
106,527214050,437158.60514874954
107,907401060,217959.36458847683
108,905104210,110616.89946958696
109,905225080,222889.3537691004
110,535178060,138375.9497362108
111,914476450,185267.60960364123
112,533250050,251665.6119808437
113,535450070,148985.02548953853
114,528181060,240219.73820892547
115,535454100,131813.83450968013
116,534476080,153674.71866154866
117,909452114,243833.42020782322
118,903476090,105700.6211262845
119,904101040,122433.91670283847
120,534431030,139815.19181272123
121,910202060,104066.75986163763
122,916386090,252485.33517581644
123,527451460,102109.17268641015
124,528290120,194869.48169943754
125,531375090,154438.36010874686
126,527403040,149529.74816303956
127,535453020,142327.3721395334
128,911175360,102190.81222499316
129,528228545,186957.39463765585
130,534275100,122867.10226533252
131,528142040,376845.71327211906
132,527357110,130360.24120904098
133,528480170,274847.127011742
134,905226030,107980.11921360607
135,905104110,134771.6807892657
136,528480070,257554.60638250603
137,528386040,409130.7535739173
138,535453100,123519.43834143267
139,907192030,199538.46879545512
140,905478030,141857.99982029057
141,527210050,418311.6431051062
142,535382020,121282.1877216313
143,528110070,306747.6964063947
144,902303100,152008.3951501346
145,903456090,100583.23578657047
146,528186080,329556.4683346908
147,909275310,266921.1121646588
148,908128100,195439.56180176965
149,908102140,126599.91701717075
150,531385060,183816.03481540584
151,902103100,136486.1336771415
152,528106010,417750.87040663
153,534430080,132182.6324196656
154,533252130,230207.76613742928
155,528458160,341674.8748725869
156,902300110,92448.48351129674
157,528228275,189986.163017122
158,907130060,165674.8272430415
159,905105190,131112.45159575003
160,908225240,104059.60157287293
161,528480060,262440.34587292117
162,526355170,245661.66062913148
163,902105010,93697.25278063014
164,903225160,119668.86751677941
165,924151050,215011.31297156092
166,535456010,136104.81437481163
167,907130110,180118.06885288598
168,909451040,113248.07506682916
169,535126140,203041.67760410777
170,533253050,172287.78507398558
171,905480240,103500.59632339989
172,905479110,112410.54593538321
173,903233140,124340.73695220567
174,909254070,190671.24347674084
175,907250020,260082.8238330264
176,908102260,143832.16441503656
177,527403360,114336.66856791983
178,906225210,156043.43707568903
179,527359010,163734.197321426
180,905100030,151066.39117052272
181,909250030,126513.6826927473
182,908225320,126813.10300284106
183,905201030,68573.57412911094
184,914474020,225003.6801160687
185,532479020,148118.17131434442
186,528228575,237426.45443025493
187,527107240,171999.49370028495
188,533253210,188592.48171404994
189,527127150,215814.95391678298
190,531450120,199142.54759583593
191,905427050,162874.00268787955
192,527258010,384247.912188131
193,906476140,158441.43922241393
194,533236090,362971.9720089296
195,908103090,117089.88693008343
196,908250090,100930.07985119909
197,528181010,205894.49195185406
198,907227090,143461.4439241618
199,527302185,236349.63983934827
200,535426150,151372.6684998482
201,909254100,174586.82198161568
202,531382120,195963.46196244183
203,921201060,284448.79082247394
204,528180140,364691.00451521494
205,905402090,168142.09510478805
206,902207120,86711.43901447518
207,902134100,78078.9173901399
208,908178050,232155.5826179054
209,535451210,112124.13251110839
210,528114050,306719.33169906633
211,907203010,138368.91173782543
212,534151175,236885.7533433613
213,908228040,105351.61101910076
214,902110080,148664.64403812692
215,923277040,138567.5007289931
216,908204160,92351.12396895484
217,905402110,135260.64536982327
218,905102060,125007.46336083926
219,902402010,147172.9387675931
220,527107130,202668.5646235353
221,909251030,169436.85639257845
222,903225040,121905.2036883188
223,902405120,123688.2532670219
224,534201280,133426.00079387863
225,527451290,90302.13106325683
226,905451390,161459.62100004827
227,528456200,252578.20438081183
228,902110130,94855.02896717172
229,528112010,264798.25820863503
230,905226130,144669.10008638006
231,905108120,147610.65331717214
232,532353120,120122.60623322974
233,528120030,359595.3897938749
234,527450110,100215.95230855743
235,533244040,298931.72832853114
236,910205120,98363.96728105971
237,535452100,131203.53988967655
238,528106050,383782.98241431266
239,909100170,87549.27841395143
240,531453040,181242.02741884268
241,535304060,122034.76230048633
242,528431120,261069.0188791881
243,904100170,156627.6086695678
244,528218090,177145.66340483513
245,527131110,287514.58370241453
246,533208010,202606.81372243122
247,906226080,134912.0167290949
248,535152200,124784.60166067515
249,528231020,187959.99674519105
250,911128010,113142.8583227304
251,527455250,129231.41105254005
252,535403150,149921.1436738628
253,533251110,310090.5461035437
254,535457010,169636.10751138857
255,528110040,395697.9874147348
256,923252080,121470.93329484086
257,909101010,120413.20955441514
258,535177110,181611.33622378297
259,528354050,296732.5858897312
260,528235000,185958.94355600973
261,909252150,155129.83356417165
262,909275110,197662.4137530537
263,534427040,155061.59472000017
264,535151080,147619.5699829695
265,923226320,99357.31307561998
266,535450210,139504.25495773138
267,905403050,72458.06245317236
268,535382150,71017.7226970262
269,535176070,149300.87853183434
270,905103140,150001.24758714056
271,534201260,150058.6254539145
272,531451110,114221.14982488699
273,528348010,320189.6143129
274,527212050,448521.49483267264
275,532377130,141039.80288362707
276,535325320,124207.30677129439
277,535383110,97189.88869871412
278,531450030,190020.0397618698
279,903401020,167916.66500307768
280,531363050,160287.21518458007
281,528358030,356926.8559661792
282,528456230,222078.2688299177
283,903227140,121921.23890984808
284,909179020,211651.72994111018
285,905202090,119379.2846562533
286,535453040,115959.30866137872
287,535302130,131707.12911735487
288,528480040,262119.1781573547
289,905104180,127168.67365028398
290,534451050,130699.69034050028
291,531452010,118393.32248568468
292,923228220,90339.01363043083
293,903233100,140698.4373915835
294,906392080,189722.61277985273
295,903232090,148326.22134340034
296,903426200,155651.01441710527
297,903451110,121153.46124788823
298,909250150,184535.76059681037
299,527180040,181893.65514500943
300,909253080,186732.99385706589
301,534431130,114251.8927611112
302,921205070,309250.0296783956
303,527105060,171842.9441419357
304,528290140,187811.8164904372
305,527451110,114216.2919940071
306,903201080,172288.22691072762
307,921128050,359617.84310027474
308,905101330,126167.65334322827
309,909250200,144170.43141631084
310,916403020,211418.4954398243
311,535151020,134330.89457430397
312,908152290,150031.17490047062
313,535355100,98302.43858750202
314,923400125,139263.5550267514
315,903227020,120860.4865072094
316,528322020,342809.18631834653
317,909451140,129963.49473191529
318,909451020,113868.03775135711
319,908225290,120588.52919805994
320,532377100,121906.70421714721
321,534129380,137935.92804998875
322,902304040,127967.67379293882
323,534276180,115915.13029196375
324,528222040,204060.97500617924
325,528176070,311600.1267003126
326,902400110,368422.34349707735
327,903233030,117762.48819491845
328,531367050,220244.4860644638
329,907227300,133315.4855379715
330,923226290,76849.4162911047
331,906340080,255091.9118649243
332,533206050,181822.97241312164
333,535304170,134710.62964915068
334,528315060,311252.0644377435
335,923276030,135682.96766753492
336,907270050,274102.77733897476
337,902109080,110689.21288441446
338,904100030,133532.72988407285
339,528439050,255576.1958080969
340,534401110,132068.10110549774
341,908275040,129144.685625087
342,902300040,136406.83690770125
343,527302020,281153.8727792923
344,534477110,168151.10224855164
345,527325090,199019.01517667496
346,902106130,99816.73813347738
347,528164040,370712.68315093475
348,906203140,218544.14514924554
349,535375040,94874.84480890828
350,527455060,138979.79156518806
351,535451250,148873.89176540912
352,907131190,201430.58547980804
353,923425030,127741.39573990338
354,911204090,117435.4887658098
355,907290160,142286.6458078103
356,909451100,139029.1720698163
357,534426040,137587.68394119496
358,916386180,218788.47998617368
359,907405030,213903.63455803873
360,903226060,171946.6096965864
361,528315070,294138.6851020058
362,527210030,502210.72295760433
363,533212050,148983.00194733343
364,528228460,153322.00419622255
365,535105060,181589.28328712744
366,906392070,186583.39077258378
367,914476130,146953.55313320036
368,908275180,136240.11727538466
369,533236040,186791.10207513208
370,533254110,321264.07628816506
371,534455030,162562.36816228868
372,528321010,350348.4075997748
373,528435060,249596.37981118975
374,535403200,122021.90628848874
375,528110020,465749.55552321905
376,907194130,214944.67281049833
377,528186190,262445.9751680214
378,902206040,116452.94350648634
379,921128020,357505.96871700184
380,533250110,239383.3041376034
381,534479300,116895.9449517865
382,534225120,136211.5486165724
383,903425245,193977.74002057425
384,533130170,372622.72658766364
385,909100080,128610.12465150809
386,923230180,129335.97742346697
387,533223020,157605.5641772851
388,905106170,118838.10940150298
389,907202220,162637.33716907428
390,907251100,255205.70315162453
391,527163010,178652.2787707601
392,526353030,234659.0193358281
393,903425420,110834.56455837892
394,528108070,374457.85820702475
395,903401030,132304.76394816063
396,531375110,155144.0066571104
397,904301410,120955.27260753168
398,902204120,121098.09814385303
399,904302020,86090.31624926196
400,902202090,131799.24476078508
401,528344020,341156.0488748827
402,908103260,129512.4987090403
403,909251170,150682.67804082442
404,911370450,258889.06804895512
405,903456110,210808.2163233402
406,908276230,110909.2786687853
407,535105160,133040.7845589861
408,902207130,59936.54209506554
409,923228230,74861.06332843094
410,903457040,182262.4231895296
411,908102130,139096.3810754996
412,535151040,138356.1675657144
413,921126010,268538.4449618784
414,534276010,102998.99365048515
415,534204030,131557.49842134153
416,911104060,55690.44485869139
417,903450110,82822.24393444587
418,527328050,152093.8575751704
419,910206010,43649.15503592664
420,527451400,95720.09917577246
421,907290090,211761.9419904966
422,531363030,166666.50077092042
423,528218080,195966.16785593907
424,527451200,109916.76847412795
425,903427120,140311.88084429567
426,534431020,126430.00103999171
427,535153140,186006.65193723087
428,534403290,207825.5500247667
429,534479120,120675.23000965826
430,907135040,151987.86288272147
431,533350050,388702.20096457546
432,535451110,120413.689687481
433,533213070,157749.7375877254
434,916384100,249749.62606358272
435,535126040,192751.870472478
436,909282060,202108.0192283856
437,528427100,258020.39828622327
438,534430090,114477.88179143901
439,528348030,296937.9591522258
440,923228390,55995.50829562677
441,908186050,136676.41661875354
442,531452100,140626.43226351312
443,902207150,100358.49238256075
444,528120160,299740.48430798494
445,535354130,135052.08840032818
446,533208090,185352.76960636326
447,535381060,77618.59581727219
448,527452190,145364.79573127537
449,903233120,117063.7027292074
450,905109130,245366.26859185405
451,909281030,174872.06712817654
452,910203250,74397.63070065372
453,528294010,183518.19407307572
454,528172020,286872.4715447802
455,535380010,144016.33065606293
456,916382010,222597.36039819432
457,532479140,159725.13452281593
458,905452040,167440.37924260032
459,534475185,159967.0964747142
460,534178010,114126.04375316079
461,527212040,360244.0535925119
462,909175030,153159.09309519475
463,531479030,116056.36984903191
464,902100130,87652.40491017769
465,909101070,55508.43052560724
466,902109130,111113.75149623764
467,528365070,313990.067404327
468,534276360,130680.64938882922
469,527180100,181503.65507300882
470,527455100,133390.7442418423
471,902301130,96781.22462210341
472,532378120,106813.42792114921
473,903455140,120963.69223767346
474,910201050,142002.91290545833
475,923400040,149267.03606733607
476,914476430,178050.37564968734
477,533206070,234801.10596377795
478,909451130,115161.45618709961
479,903226150,114054.16100455375
480,534400050,183474.8462633285
481,908102160,120089.1642472913
482,533236050,199896.16963407054
483,528488140,223111.56078248884
484,906380010,210834.0331201179
485,903454090,140214.5728646343
486,535450310,178475.98210464753
487,531371070,187415.50921897803
488,531477050,99045.69125461366
489,905103180,136772.16774847373
490,902402130,111893.4557390509
491,531452260,175058.29286397633
492,527376110,182297.72927350897
493,909250220,129331.77719255647
494,527427160,151299.91053797535
495,907202050,169882.51184897695
496,531379050,223944.40125330607
497,528240030,189117.05401685915
498,903430090,160461.5625027149
499,534127080,224528.85509410477
500,907265100,233441.09259275306
501,527405130,109481.48432617949
502,532351050,122352.8362042516
503,535305030,116960.74193328222
504,535450190,102327.532202282
505,527355280,192125.32172467923
506,906380190,183128.72647237498
507,907203090,137781.05847209296
508,908203100,103701.10829608535
509,905200260,181467.25961341467
510,906475170,219179.30777634593
511,909201110,155172.42665702762
512,534126090,198762.47329061874
513,907200190,133670.62588128014
514,534430050,121699.31755272739
515,909201180,122878.75371462514
516,528108130,383609.47642363794
517,909276200,149763.2838114202
518,916402015,200426.43761527867
519,904100190,101669.86885508655
520,532353130,127737.29212485696
521,527145090,214274.82315626842
522,535375130,97961.87995818502
523,533254100,261210.4267947412
524,528142110,370423.47074356535
525,528235200,186269.85486757435
526,923202015,164647.29351671663
527,905451340,85583.99075180943
528,528218100,192010.55957323004
529,528240130,197623.49419242647
530,911370540,250452.11934878904
531,909175050,181905.2731391997
532,907410040,212201.83178072027
533,528108010,275790.5414317513
534,531376030,193922.99962503318
535,905453080,239049.86051175278
536,906226120,153187.93796875054
537,908154080,415374.7513583293
538,534451120,101050.31868919486
539,535478090,110444.37372225421
540,903206170,158765.37381791376
541,902406030,112196.52743522779
542,907414040,212785.8845421331
543,911102170,80718.516131345
544,923225360,86929.25446048386
545,902106040,157795.53962431848
546,534477090,159639.21044849965
547,906378150,280872.1508163254
548,535325460,198896.37282806236
549,534275220,114230.46133195359
550,535353140,96745.8377090125
551,907412020,206835.86707413394
552,528358040,306211.72537944873
553,906380200,212404.07425127825
554,903231080,112192.83236542836
555,907275080,241301.68750434357
556,533212110,149219.60327862695
557,904301110,98850.63492310831
558,531363040,167852.69100013608
559,535104120,188346.3189921007
560,527427110,140235.50227020882
561,527354050,161689.4745796797
562,907420060,188299.77621259753
563,905101300,135962.42205283628
564,528435050,257492.80818920868
565,903234160,109386.09402311742
566,534177230,216624.77064496424
567,923228270,74111.18968104981
568,535427070,227266.5442254811
569,527455050,148254.59596625864
570,535155110,130686.34577175754
571,923226270,105227.59804749422
572,909251090,218892.9238761737
573,535304100,146851.24559669654
574,916380070,329360.1334084425
575,534201230,123264.41974484154
576,535179160,124300.74337509731
577,531451020,167664.34506567623
578,528344060,314339.05815010576
579,535402220,195072.1185271961
580,903226160,126774.18649360274
581,902107050,110777.82265894854
582,905480030,116431.89863989613
583,527183060,209175.57390968114
584,909252110,179377.79009446106
585,902111010,98091.03688040533
586,535404080,114947.67019201891
587,908188140,128333.19210103061
588,907285010,222209.13865076876
589,905352030,214309.13647854346
590,535175050,173147.33265433772
591,906425045,137355.90022397463
592,535152060,124930.28164628512
593,903204040,156287.68783021276
594,903458020,85792.67889312128
595,923204040,136730.464764143
596,903236200,108457.74245876673
597,535457020,151130.4722522265
598,527451380,125329.05416210239
599,531375140,149266.20733705183
600,528174060,199967.20576252003
601,903400180,187091.57173331256
602,903227150,132564.77707683554
603,909250070,155403.40586471529
604,909425180,217520.57891237122
