PID,SalePrice
528358030,367428.03
528456230,206536.1
903227140,130251.59
909179020,260062.89
905202090,130736
535453040,132186.03
535302130,140236.2
528480040,260100.97
905104180,124168.34
534451050,114123.09
531452010,131356.89
923228220,80806.97
903233100,137679.19
906392080,179801.67
903232090,152703.31
903426200,162476.7
903451110,130316.98
909250150,166779.4
527180040,173432.66
909253080,187782.83
534431130,126959.4
921205070,330584.12
527105060,171778.12
528290140,191513.8
527451110,114657.25
903201080,177315.53
921128050,381210.5
905101330,132448.1
909250200,153458.1
916403020,189006.97
535151020,127061.67
908152290,134410.89
535355100,127820.6
923400125,131747.48
903227020,123121.54
528322020,337146.94
909451140,121852.71
909451020,101332.15
908225290,141132.97
532377100,132516.06
534129380,150870.72
902304040,158774.95
534276180,121940.97
528222040,185696.19
528176070,315373.8
902400110,440099.03
903233030,121326.555
531367050,213172.7
907227300,123182.5
923226290,74239.73
906340080,291579.8
533206050,204447.7
535304170,122865.36
528315060,273527.66
923276030,135857.73
907270050,258415.98
902109080,123564.7
904100030,143603.23
528439050,238327.72
534401110,129486.336
908275040,134925.55
902300040,133645.88
527302020,229606.53
534477110,175793.92
527325090,196447.22
902106130,104063.77
528164040,333434.66
906203140,229810.58
535375040,88466.11
527455060,147054.56
535451250,131755.31
907131190,203488.03
923425030,127323.51
911204090,92442.54
907290160,140135.92
909451100,124785.84
534426040,138866.1
916386180,208111.42
907405030,219662.48
903226060,167043.73
528315070,280457.5
527210030,496502.3
533212050,146229.61
528228460,165222.39
535105060,178150.16
906392070,181989.69
914476130,165524.1
908275180,122483.984
533236040,187816.33
533254110,306054.3
534455030,166165.06
528321010,371032.28
528435060,266953.1
535403200,122462.875
528110020,514155.8
907194130,207402.69
528186190,235413.36
902206040,115861.07
921128020,387390.9
533250110,246614.64
534479300,122750.055
534225120,150019.56
903425245,204026.98
533130170,367469.8
909100080,118094.05
923230180,132370.47
533223020,165496.78
905106170,126757.43
907202220,139044.94
907251100,248212.81
527163010,179373.6
526353030,274653.03
903425420,126368.12
528108070,337132.53
903401030,152187.12
531375110,142029.14
904301410,105985.31
902204120,120491.086
904302020,94224.57
902202090,123861.91
528344020,304040.78
908103260,129963.766
909251170,155595.33
911370450,282890.8
903456110,184475.6
908276230,104251.82
535105160,130344.48
902207130,83034.195
923228230,74827.34
903457040,192756.58
908102130,124234.195
535151040,138365.94
921126010,314570.56
534276010,120488.74
534204030,125167.53
911104060,57591.266
903450110,86030.63
527328050,155232.8
910206010,86548.695
527451400,100296.71
907290090,217953.4
531363030,157132.56
528218080,183218.53
527451200,114161.85
903427120,155017.83
534431020,136611.95
535153140,181557.95
534403290,197821.75
534479120,136355.38
907135040,150728.48
533350050,362633.3
535451110,121445.055
533213070,169711.97
916384100,260158.77
535126040,223080.9
909282060,198020.6
528427100,246570.27
534430090,112996.586
528348030,281030.5
923228390,64571.477
908186050,131638.86
531452100,151340.27
902207150,111234.664
528120160,273725.03
535354130,134910.66
533208090,174557.89
535381060,102983.26
527452190,150695.28
903233120,127356.17
905109130,259151.66
909281030,127981.43
910203250,88202.875
528294010,180671.6
528172020,279399.1
535380010,160115
916382010,223497.94
532479140,141060.39
905452040,165281.4
534475185,155816.38
534178010,126276.53
527212040,360033.1
909175030,149152.81
531479030,116884.586
902100130,98975.61
909101070,69426.31
902109130,108976.32
528365070,313659.28
534276360,136739.58
527180100,193233.89
527455100,144598.39
902301130,113790.25
532378120,119907.03
903455140,118655.62
910201050,139663.1
923400040,170926.98
914476430,161306.22
533206070,220758.27
909451130,101332.15
903226150,118523.19
534400050,171180.97
908102160,135734.89
533236050,196430.16
528488140,203783.3
906380010,186035.88
903454090,140743.53
535450310,172198.5
531371070,184839.17
531477050,107303.9
905103180,139233.1
902402130,112563.875
531452260,185248.25
527376110,167007.78
909250220,128147.26
527427160,158727.16
907202050,182243
531379050,213714.17
528240030,189503.39
903430090,136508.22
534127080,229490.39
907265100,233406.98
527405130,109175.586
532351050,120971.52
535305030,114719.77
535450190,117802.92
527355280,205808.64
906380190,180447.14
907203090,137812.25
908203100,100526.91
905200260,157308.19
906475170,275800.4
909201110,132623.27
534126090,211127.55
907200190,154400.6
534430050,124061.516
909201180,112759.945
528108130,387573.34
909276200,150122.55
916402015,187003
904100190,88047.24
532353130,121056.25
527145090,193871
535375130,103472.164
533254100,210090.98
528142110,347191.2
528235200,178694.39
923202015,202725.72
905451340,99443.5
528218100,188583.73
528240130,196351.38
911370540,265049.88
909175050,183178.92
907410040,223151.27
528108010,278792.78
531376030,185646.58
905453080,208142.06
906226120,148284.19
908154080,360565.06
534451120,96592.16
535478090,118376.63
903206170,161664.9
902406030,118671.695
907414040,184142.14
911102170,98147.32
923225360,96435.234
902106040,156731.42
534477090,155035.89
906378150,307637.88
535325460,248411.92
534275220,127428.74
535353140,136162.77
907412020,200616.27
528358040,297114.75
906380200,178655.86
903231080,108453.695
907275080,254445.34
533212110,151035.22
904301110,96799.32
531363040,156593.17
535104120,183802.4
527427110,154245.33
527354050,158482.17
907420060,184356.14
905101300,107459.516
528435050,256465.42
903234160,96648.336
534177230,213268.6
923228270,74239.73
535427070,252428.66
527455050,150879.67
535155110,140974.95
923226270,90469.71
909251090,236658.3
535304100,141397.92
916380070,311537.28
534201230,134771.34
535179160,135391.17
531451020,173036.97
528344060,269175.6
535402220,180677.97
903226160,124626.61
902107050,118714.32
905480030,125711.836
527183060,188079.78
909252110,192757.45
902111010,104140
535404080,113999.695
908188140,134577.06
907285010,222663.89
905352030,244656.61
535175050,161994.78
906425045,172393.53
535152060,131462.61
903204040,129986.945
903458020,94500.07
923204040,136219.34
903236200,115735.92
535457020,156488.86
527451380,117973.09
531375140,135471.11
528174060,184839.05
903400180,196651.61
903227150,136073.11
909250070,166328.33
909425180,195973.89
