PID,SalePrice
534477110,158380.325
527325090,193699.2254
902106130,101568.6296
528164040,369300.2277
906203140,215878.5839
535375040,84757.64928
527455060,138551.4324
535451250,150146.4225
907131190,206570.3772
923425030,124163.3194
911204090,116243.2905
907290160,135152.3248
909451100,133605.1636
534426040,132290.8719
916386180,214719.629
907405030,213008.2784
903226060,165030.6442
528315070,293239.7523
527210030,457745.4356
533212050,139641.5942
528228460,148446.3918
535105060,167445.4002
906392070,183869.2483
914476130,147492.7209
908275180,134818.9025
533236040,188150.7446
533254110,324390.3071
534455030,161693.3905
528321010,338678.3708
528435060,249813.5002
535403200,126219.9956
528110020,464577.4624
907194130,212911.5035
528186190,260814.0863
902206040,110939.7677
921128020,361610.4997
533250110,236235.7115
534479300,118626.5518
534225120,137693.3288
903425245,209751.0899
533130170,362969.1102
909100080,136222.2622
923230180,136586.5436
533223020,160909.5981
905106170,123551.985
907202220,167284.1894
907251100,251844.2182
527163010,182157.8631
526353030,236369.3812
903425420,121361.3242
528108070,374192.3867
903401030,143176.8366
531375110,142608.8697
904301410,126740.5251
902204120,111648.0094
904302020,78382.54631
902202090,120874.6242
528344020,332389.3703
908103260,129547.8117
909251170,152736.9404
911370450,246095.2986
903456110,191978.7091
908276230,111742.1233
535105160,120511.0154
902207130,61340.95402
923228230,72389.41496
903457040,191189.2637
908102130,139198.4895
535151040,137319.5252
921126010,271351.2573
534276010,107187.2627
534204030,128059.3326
911104060,68251.73905
903450110,51530.4309
527328050,147021.6985
910206010,45402.22084
527451400,83731.65963
907290090,213875.7937
531363030,158935.9781
528218080,195873.2213
527451200,116477.2932
903427120,154334.9881
534431020,130999.7836
535153140,185688.6877
534403290,201100.6167
534479120,128929.0531
907135040,144814.0589
533350050,390889.5263
535451110,119820.1791
533213070,160899.9407
916384100,245842.0589
535126040,186896.4105
909282060,208083.1795
528427100,258410.2951
534430090,130489.1239
528348030,294371.0091
923228390,42044.08805
908186050,119202.4386
531452100,138262.7432
902207150,100641.5199
528120160,303376.6581
535354130,138239.9578
533208090,181839.8766
535381060,77324.3367
527452190,146858.2282
903233120,131477.8658
905109130,229853.1396
909281030,181087.9106
910203250,79119.5694
528294010,183325.0637
528172020,281651.3348
535380010,149555.4569
916382010,218973.0945
532479140,154618.0308
905452040,172187.2945
534475185,160946.1011
534178010,121485.9797
527212040,334406.6088
909175030,150268.2756
531479030,126449.9852
902100130,86930.51412
909101070,76477.98577
902109130,115230.5464
528365070,308030.1084
534276360,129570.7123
527180100,190524.5146
527455100,135205.3834
902301130,104423.828
532378120,110702.5308
903455140,123635.7232
910201050,139982.1027
923400040,169826.4457
914476430,173593.1012
533206070,241238.5306
909451130,110344.5466
903226150,118979.722
534400050,179062.4343
908102160,126530.5984
533236050,209790.5067
528488140,221787.7387
906380010,208945.9067
903454090,132663.5776
535450310,184509.1666
531371070,181240.3868
531477050,135925.6035
905103180,138460.3264
902402130,119643.5127
531452260,174057.1022
527376110,184711.9934
909250220,117176.525
527427160,136820.0627
907202050,176465.1242
531379050,223084.9406
528240030,189402.4427
903430090,162083.2019
534127080,222512.5546
907265100,232160.6498
527405130,104041.6524
532351050,126980.6136
535305030,120147.883
535450190,101131.0723
527355280,190775.8439
906380190,181422.8998
907203090,142769.5526
908203100,108186.1767
905200260,187646.1306
906475170,215948.9352
909201110,165888.2849
534126090,206351.0424
907200190,144209.5293
534430050,133018.925
909201180,115940.2662
528108130,383586.163
909276200,135297.9402
916402015,204842.2843
904100190,102869.9454
532353130,119034.651
527145090,251355.2793
535375130,88474.81683
533254100,257222.3606
528142110,369898.9674
528235200,185521.1788
923202015,162828.5575
905451340,82520.94895
528218100,196711.4359
528240130,198417.4334
911370540,236112.6827
909175050,155305.7046
907410040,212697.1871
528108010,274016.5223
531376030,187025.0243
905453080,225553.8095
906226120,150792.698
908154080,396589.4454
534451120,109333.6512
535478090,108248.8104
903206170,161006.1228
902406030,100609.9642
907414040,213670.5949
911102170,81035.57282
923225360,91628.70629
902106040,157389.2175
534477090,159005.8611
906378150,282335.916
535325460,210324.1949
534275220,110667.1721
535353140,116107.6495
907412020,205318.3964
528358040,298585.9821
906380200,210284.8637
903231080,108425.138
907275080,248051.4504
533212110,146101.3577
904301110,107527.1768
531363040,160691.6187
535104120,192419.0735
527427110,126321.948
527354050,163505.3176
907420060,184672.3795
905101300,127103.1959
528435050,257444.4611
903234160,121350.4456
534177230,202704.3917
923228270,73737.28933
535427070,208914.1741
527455050,152931.8967
535155110,129207.693
923226270,96769.40215
909251090,227092.7618
535304100,159398.5776
916380070,325152.2923
534201230,120325.7213
535179160,127824.7673
531451020,172742.7888
528344060,316321.1928
535402220,188154.485
903226160,124802.5193
902107050,82416.79339
905480030,127351.3125
527183060,243443.3747
909252110,195918.1
902111010,95532.65369
535404080,113783.041
908188140,120515.1062
907285010,219909.1789
905352030,205352.0172
535175050,178919.6299
906425045,172654.1527
535152060,123795.3912
903204040,145890.0759
903458020,81720.0622
923204040,146699.1014
903236200,111963.9879
535457020,153692.972
527451380,125199.4809
531375140,140865.4193
528174060,201164.4683
903400180,185173.9928
903227150,125576.1703
909250070,158645.7949
909425180,201065.9928
